session_id;evaluator_id;evaluator_name;image_id;image_filename;image_source_ground_truth;random_order;shown_timestamp;predicted_source;segmentation_mask_file;segmentation_done;precision;recall;f1_score;notes
BLIND_2026_001;1;Expert_1;IMG_043;tgs_real_043.png;real;1;2026-09-11T11:20:00Z;real;mask_real_043.png;1;0.8573571896771803;0.8739486191698581;0.8655734050273974;
BLIND_2026_001;1;Expert_1;IMG_042;tgs_real_042.png;real;2;2026-09-11T13:35:00Z;real;mask_real_042.png;1;0.810790087338551;0.8742390844998426;0.8413200145408327;
BLIND_2026_001;1;Expert_1;IMG_092;control_002.png;control;3;2026-09-11T04:24:00Z;control;;0;;;;control_no_salt
BLIND_2026_001;1;Expert_1;IMG_010;tgs_real_010.png;real;4;2026-09-11T09:01:00Z;real;mask_real_010.png;1;0.9483111374257901;1.0;0.9734699137210169;
BLIND_2026_001;1;Expert_1;IMG_066;synth_021.png;synthetic;5;2026-09-11T21:25:00Z;real;mask_synth_021.png;1;0.8117813965479149;0.969805592250529;0.8837852353064959;
BLIND_2026_001;1;Expert_1;IMG_051;synth_006.png;synthetic;6;2026-09-11T00:15:00Z;real;mask_synth_006.png;1;1.0;0.8464583747950978;0.9168453362930855;
BLIND_2026_001;1;Expert_1;IMG_002;tgs_real_002.png;real;7;2026-09-11T08:20:00Z;synthetic;mask_real_002.png;1;1.0;0.9182862712783386;0.9574027453852298;
BLIND_2026_001;1;Expert_1;IMG_071;synth_026.png;synthetic;8;2026-09-11T12:01:00Z;synthetic;mask_synth_026.png;1;0.8613884241716643;0.8671185597973197;0.8642439940609681;
BLIND_2026_001;1;Expert_1;IMG_016;tgs_real_016.png;real;9;2026-09-11T17:40:00Z;real;mask_real_016.png;1;0.8753049634679049;0.7801824393840994;0.8250108825073906;
BLIND_2026_001;1;Expert_1;IMG_079;synth_034.png;synthetic;10;2026-09-11T20:47:00Z;synthetic;mask_synth_034.png;1;0.8131639133860912;0.9205172672049047;0.8635168123410593;
BLIND_2026_001;1;Expert_1;IMG_074;synth_029.png;synthetic;11;2026-09-11T17:13:00Z;real;mask_synth_029.png;1;0.8602639279324967;0.7597514825786158;0.8068896016852236;
BLIND_2026_001;1;Expert_1;IMG_011;tgs_real_011.png;real;12;2026-09-11T03:31:00Z;real;mask_real_011.png;1;0.8387566953979765;0.8772779169864606;0.857584947630812;
BLIND_2026_001;1;Expert_1;IMG_056;synth_011.png;synthetic;13;2026-09-11T14:58:00Z;synthetic;mask_synth_011.png;1;0.6700891787094494;0.907846191662553;0.7710555456048168;
BLIND_2026_001;1;Expert_1;IMG_057;synth_012.png;synthetic;14;2026-09-11T23:47:00Z;real;mask_synth_012.png;1;0.9274269429346668;0.9697705681972234;0.9481262210538937;
BLIND_2026_001;1;Expert_1;IMG_073;synth_028.png;synthetic;15;2026-09-11T14:39:00Z;synthetic;mask_synth_028.png;1;0.8838429190780199;0.6802760846857223;0.7688126018810447;
BLIND_2026_001;1;Expert_1;IMG_046;synth_001.png;synthetic;16;2026-09-11T03:58:00Z;synthetic;mask_synth_001.png;1;0.8783781072993732;0.9188087095863524;0.8981386327940739;
BLIND_2026_001;1;Expert_1;IMG_049;synth_004.png;synthetic;17;2026-09-11T16:20:00Z;real;mask_synth_004.png;1;0.8829201404548397;0.917251912995045;0.8997586495157768;
BLIND_2026_001;1;Expert_1;IMG_093;control_003.png;control;18;2026-09-11T16:50:00Z;control;;0;;;;control_no_salt
BLIND_2026_001;1;Expert_1;IMG_077;synth_032.png;synthetic;19;2026-09-11T09:05:00Z;synthetic;mask_synth_032.png;1;0.7827081569777034;0.9210101521844916;0.8462457143265333;
BLIND_2026_001;1;Expert_1;IMG_038;tgs_real_038.png;real;20;2026-09-11T20:02:00Z;real;mask_real_038.png;1;1.0;0.8967711021501396;0.9455765127732901;
BLIND_2026_001;1;Expert_1;IMG_031;tgs_real_031.png;real;21;2026-09-11T19:40:00Z;synthetic;mask_real_031.png;1;1.0;0.7374197177307368;0.8488676745235618;
BLIND_2026_001;1;Expert_1;IMG_022;tgs_real_022.png;real;22;2026-09-11T08:36:00Z;synthetic;mask_real_022.png;1;0.8831217997129324;0.9779002425158453;0.9280975748960445;
BLIND_2026_001;1;Expert_1;IMG_033;tgs_real_033.png;real;23;2026-09-11T07:46:00Z;synthetic;mask_real_033.png;1;1.0;0.8927217642353076;0.9433206518824838;
BLIND_2026_001;1;Expert_1;IMG_097;control_007.png;control;24;2026-09-11T05:59:00Z;control;;0;;;;control_no_salt
BLIND_2026_001;1;Expert_1;IMG_081;synth_036.png;synthetic;25;2026-09-11T13:47:00Z;real;mask_synth_036.png;1;0.9027762063192037;0.7869237041596092;0.8408783025887191;
BLIND_2026_001;1;Expert_1;IMG_050;synth_005.png;synthetic;26;2026-09-11T16:33:00Z;real;mask_synth_005.png;1;0.8308664333347034;0.8471746946681381;0.8389413170201397;
BLIND_2026_001;1;Expert_1;IMG_084;synth_039.png;synthetic;27;2026-09-11T20:14:00Z;synthetic;mask_synth_039.png;1;0.7790615476795493;0.8708995476662371;0.8224246636992206;
BLIND_2026_001;1;Expert_1;IMG_027;tgs_real_027.png;real;28;2026-09-11T06:54:00Z;real;mask_real_027.png;1;0.805217763013987;1.0;0.8921004208041887;
BLIND_2026_001;1;Expert_1;IMG_088;synth_043.png;synthetic;29;2026-09-11T21:05:00Z;real;mask_synth_043.png;1;0.8631234167218397;0.8824466196650943;0.8726780656896422;
BLIND_2026_001;1;Expert_1;IMG_034;tgs_real_034.png;real;30;2026-09-11T11:25:00Z;synthetic;mask_real_034.png;1;0.9221188917134088;0.8464530167492742;0.8826673249274687;
